NODO;"DIVIPOLA
MUNICIPIO";DEPARTAMENTO/MUNICIPIO;DEPARTAMENTO;MUNICIPIO;ZONA;CODIGO_DANE_ESTABLECIMIENTO;NOMBRE_ESTABLECIMIENTO;CODIGO_DANE_SEDE;NOMBRE_SEDE;FOCALIZACION
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;105101000571;I. E. SAN JOSE DEL CITARA;105101000733;C. E. R. VILLA AMPARO;MÚSICA
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;105101000571;I. E. SAN JOSE DEL CITARA;205101000037;C. E. R. ERNESTO ARANGO;MÚSICA
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;105101000571;I. E. SAN JOSE DEL CITARA;205101000045;C. E. R. PEDRO ANTONIO RESTREPO;MÚSICA
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;105101000571;I. E. SAN JOSE DEL CITARA;205101000151;C. E. R. EFRAIN VELEZ RESTREPO;MÚSICA
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;105101000571;I. E. SAN JOSE DEL CITARA;205101000215;C. E. R. CARMEN ZAPATA;MÚSICA
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;105101000571;I. E. SAN JOSE DEL CITARA;205101000240;C. E. R. SAN JOSE DE LA ANGOSTURA;MÚSICA
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;105101000571;I. E. SAN JOSE DEL CITARA;205101000444;C. E. R. MANUEL SALVADOR SANCHEZ ORTIZ;MÚSICA
8;05364;05364-ANTIOQUIA-JARDÍN;ANTIOQUIA;JARDÍN;URBANO;105364000401;I. E. SAN ANTONIO;105364000215;E.U. JAHEL PELÁEZ MONTOYA;MÚSICA
8;05364;05364-ANTIOQUIA-JARDÍN;ANTIOQUIA;JARDÍN;URBANO;105364000401;I. E. SAN ANTONIO;105364000398;E.U. MOISÉS ROJAS PELÁEZ;MÚSICA
8;05364;05364-ANTIOQUIA-JARDÍN;ANTIOQUIA;JARDÍN;URBANO;105364000401;I. E. SAN ANTONIO;105364000401;LICEO SAN ANTONIO;MÚSICA
8;05364;05364-ANTIOQUIA-JARDÍN;ANTIOQUIA;JARDÍN;URBANO;105364000401;I. E. SAN ANTONIO;105364800009;CAPERUCITA ROJA;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;URBANO;105642000019;I. E. JULIO RESTREPO;105642000019;LICEO JULIO RESTREPO;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;URBANO;105642000019;I. E. JULIO RESTREPO;105642000141;E U RAMON VELEZ ISAZA;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;URBANO;105642000019;I. E. JULIO RESTREPO;105642000515;E U SIMON BOLIVAR;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;URBANO;105642000019;I. E. JULIO RESTREPO;105642000639;E U DELFINA CALAD DE OCHOA;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;URBANO;105789000235;I. E. SAN ANTONIO DE PADUA;105789000235;COLEGIO RAFAEL J. MEJIA;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;URBANO;105789000235;I. E. SAN ANTONIO DE PADUA;105789000472;E U ELADIA MEJIA G;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;URBANO;105789000235;I. E. SAN ANTONIO DE PADUA;105789000600;PREESCOLAR MIS AMIGUITOS;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;105789000235;I. E. SAN ANTONIO DE PADUA;205789000051;C. E. R. LA ALACENA;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;105789000235;I. E. SAN ANTONIO DE PADUA;205789000078;C. E. R. LA MESA;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;105789000235;I. E. SAN ANTONIO DE PADUA;205789000132;C. E. R. OTRABANDA;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;105789000235;I. E. SAN ANTONIO DE PADUA;205789000213;C. E. R. RIO CLARO;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;105789000235;I. E. SAN ANTONIO DE PADUA;205789000388;C. E. R.  JOAQUINA MONTOYA;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;105789000235;I. E. SAN ANTONIO DE PADUA;205789000655;C. E. R. LA MATILDE;MÚSICA
8;05034;05034-ANTIOQUIA-ANDES;ANTIOQUIA;ANDES;RURAL;205034000248;INSTITUCION EDUCATIVA TAPARTO;205034000051;LA LEJIA;MÚSICA
8;05034;05034-ANTIOQUIA-ANDES;ANTIOQUIA;ANDES;RURAL;205034000248;INSTITUCION EDUCATIVA TAPARTO;205034000159;JULIO JIMENEZ;MÚSICA
8;05034;05034-ANTIOQUIA-ANDES;ANTIOQUIA;ANDES;RURAL;205034000248;INSTITUCION EDUCATIVA TAPARTO;205034000213;RICARDO GONZALEZ;MÚSICA
8;05034;05034-ANTIOQUIA-ANDES;ANTIOQUIA;ANDES;RURAL;205034000248;INSTITUCION EDUCATIVA TAPARTO;205034000248;I. E. TAPARTO;MÚSICA
8;05034;05034-ANTIOQUIA-ANDES;ANTIOQUIA;ANDES;RURAL;205034000248;INSTITUCION EDUCATIVA TAPARTO;205034001031;MONTE VERDE;MÚSICA
8;05034;05034-ANTIOQUIA-ANDES;ANTIOQUIA;ANDES;RURAL;205034000248;INSTITUCION EDUCATIVA TAPARTO;205034001252;LA MELLIZA;MÚSICA
8;05034;05034-ANTIOQUIA-ANDES;ANTIOQUIA;ANDES;RURAL;205034000256;INSTITUCION EDUCATIVA SANTA RITA;205034000043;C. E. R. LA LIBERTADORA;MÚSICA
8;05034;05034-ANTIOQUIA-ANDES;ANTIOQUIA;ANDES;RURAL;205034000256;INSTITUCION EDUCATIVA SANTA RITA;205034000256;I. E. SANTA RITA;MÚSICA
8;05034;05034-ANTIOQUIA-ANDES;ANTIOQUIA;ANDES;RURAL;205034000256;INSTITUCION EDUCATIVA SANTA RITA;205034000426;C. E. R. SAN AGUSTIN;MÚSICA
8;05034;05034-ANTIOQUIA-ANDES;ANTIOQUIA;ANDES;RURAL;205034000256;INSTITUCION EDUCATIVA SANTA RITA;205034000442;C. E. R. SAN PEDRO SANTA RITA;MÚSICA
8;05034;05034-ANTIOQUIA-ANDES;ANTIOQUIA;ANDES;RURAL;205034000256;INSTITUCION EDUCATIVA SANTA RITA;205034000701;C. E. R. MEDIA LUNA;MÚSICA
8;05034;05034-ANTIOQUIA-ANDES;ANTIOQUIA;ANDES;RURAL;205034000256;INSTITUCION EDUCATIVA SANTA RITA;205034001023;C. E. R. GONZALO OSPINA;MÚSICA
8;05093;05093-ANTIOQUIA-BETULIA;ANTIOQUIA;BETULIA;RURAL;205093000260;I E FRANCISCO CESAR;205093000057;C. E. R. LEONOR ANGEL VANEGAS;MÚSICA
8;05093;05093-ANTIOQUIA-BETULIA;ANTIOQUIA;BETULIA;RURAL;205093000260;I E FRANCISCO CESAR;205093000090;E U FRANCISCO CESAR;MÚSICA
8;05093;05093-ANTIOQUIA-BETULIA;ANTIOQUIA;BETULIA;RURAL;205093000260;I E FRANCISCO CESAR;205093000189;C. E. R. PURCO;MÚSICA
8;05093;05093-ANTIOQUIA-BETULIA;ANTIOQUIA;BETULIA;RURAL;205093000260;I E FRANCISCO CESAR;205093000197;C. E. R. LA CIENAGA;MÚSICA
8;05093;05093-ANTIOQUIA-BETULIA;ANTIOQUIA;BETULIA;RURAL;205093000260;I E FRANCISCO CESAR;205093000260;LICEO DE ALTAMIRA;MÚSICA
8;05093;05093-ANTIOQUIA-BETULIA;ANTIOQUIA;BETULIA;RURAL;205093000260;I E FRANCISCO CESAR;205093000359;C. E. R. SAN MATEO;MÚSICA
8;05093;05093-ANTIOQUIA-BETULIA;ANTIOQUIA;BETULIA;RURAL;205093000260;I E FRANCISCO CESAR;205093000391;C. E. R. EL GUADUAL;MÚSICA
8;05093;05093-ANTIOQUIA-BETULIA;ANTIOQUIA;BETULIA;RURAL;205093000260;I E FRANCISCO CESAR;205093000430;C. E. R. CUCHILLON;MÚSICA
8;05093;05093-ANTIOQUIA-BETULIA;ANTIOQUIA;BETULIA;RURAL;205093000260;I E FRANCISCO CESAR;205093000499;C. E. R. EL TOSTADO;MÚSICA
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;205101000304;I. E. R. JUAN TAMAYO;205101000061;C. E. R. CARIDAD PEREZ;MÚSICA
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;205101000304;I. E. R. JUAN TAMAYO;205101000096;C. E. R. ISABEL VASQUEZ;MÚSICA
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;205101000304;I. E. R. JUAN TAMAYO;205101000231;C. E. R. LA LINDAJA;MÚSICA
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;205101000304;I. E. R. JUAN TAMAYO;205101000304;I. E. R. JUAN TAMAYO;MÚSICA
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;205101000304;I. E. R. JUAN TAMAYO;205101000436;C. E. R. AMARANTO;MÚSICA
8;05101;05101-ANTIOQUIA-CIUDAD BOLÍVAR;ANTIOQUIA;CIUDAD BOLÍVAR;RURAL;205101000304;I. E. R. JUAN TAMAYO;205101000703;C. E. R. SANTA LIBRADA;MÚSICA
8;05364;05364-ANTIOQUIA-JARDÍN;ANTIOQUIA;JARDÍN;RURAL;205364000171;INSTITUCION EDUCATIVA DE DESARROLLO RURAL MIGUEL VALENCIA;205364000058;MARIA JOSEFA CORREA;MÚSICA
8;05364;05364-ANTIOQUIA-JARDÍN;ANTIOQUIA;JARDÍN;RURAL;205364000171;INSTITUCION EDUCATIVA DE DESARROLLO RURAL MIGUEL VALENCIA;205364000121;LUIS ROSENDO ESCOBAR;MÚSICA
8;05364;05364-ANTIOQUIA-JARDÍN;ANTIOQUIA;JARDÍN;RURAL;205364000171;INSTITUCION EDUCATIVA DE DESARROLLO RURAL MIGUEL VALENCIA;205364000139;DOLORES ZAPATA;MÚSICA
8;05364;05364-ANTIOQUIA-JARDÍN;ANTIOQUIA;JARDÍN;RURAL;205364000171;INSTITUCION EDUCATIVA DE DESARROLLO RURAL MIGUEL VALENCIA;205364000171;I. E. DE DESARROLLO RURAL MIGUEL VALENCIA;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;RURAL;205642000170;INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA;205642000137;LA FAMOSA;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;RURAL;205642000170;INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA;205642000161;LOS ANDES;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;RURAL;205642000170;INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA;205642000170;I. E. R. ABELARDO OCHOA;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;RURAL;205642000170;INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA;205642000226;TROYA;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;RURAL;205642000170;INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA;205642000251;LA CLARA ARRIBA;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;RURAL;205642000170;INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA;205642000277;LA ILUSION;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;RURAL;205642000170;INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA;205642000323;LA GRANIZO;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;RURAL;205642000170;INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA;205642000331;EL ROBLAL;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;RURAL;205642000170;INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA;205642000358;TARQUI;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;RURAL;205642000170;INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA;205642000480;LEON DE GREIFF;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;RURAL;205642000170;INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA;205642000765;EL CEDRO;MÚSICA
8;05642;05642-ANTIOQUIA-SALGAR;ANTIOQUIA;SALGAR;RURAL;205642000170;INSTITUCION EDUCATIVA RURAL ABELARDO OCHOA;305642000590;IVAN ARANGO ARCILA;MÚSICA
8;05390;05390-ANTIOQUIA-LA PINTADA;ANTIOQUIA;LA PINTADA;URBANO;205679000498;I. E. LA PINTADA;205679000188;E U MARGARITA CORREA;MÚSICA
8;05390;05390-ANTIOQUIA-LA PINTADA;ANTIOQUIA;LA PINTADA;URBANO;205679000498;I. E. LA PINTADA;205679000277;E U LUIS FELIPE FERNANDEZ;MÚSICA
8;05390;05390-ANTIOQUIA-LA PINTADA;ANTIOQUIA;LA PINTADA;URBANO;205679000498;I. E. LA PINTADA;205679000498;LICEO LA PINTADA;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;205789000248;I. E.  RURAL SANTIAGO ANGEL SANTAMARIA;205789000019;C. E. R. ISABELITA PATIÑO;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;205789000248;I. E.  RURAL SANTIAGO ANGEL SANTAMARIA;205789000094;C. E. R. LA OCULTA;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;205789000248;I. E.  RURAL SANTIAGO ANGEL SANTAMARIA;205789000108;C. E. R. LA VIRGEN;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;205789000248;I. E.  RURAL SANTIAGO ANGEL SANTAMARIA;205789000141;C. E. R. PESCADERO;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;205789000248;I. E.  RURAL SANTIAGO ANGEL SANTAMARIA;205789000248;I. E.  RURAL SANTIAGO ANGEL SANTAMARIA;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;205789000248;I. E.  RURAL SANTIAGO ANGEL SANTAMARIA;205789000311;C. E. R. SANTA TERESA;MÚSICA
8;05789;05789-ANTIOQUIA-TÁMESIS;ANTIOQUIA;TÁMESIS;RURAL;205789000248;I. E.  RURAL SANTIAGO ANGEL SANTAMARIA;205789000485;C. E. R. EL LIBANO;MÚSICA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;105847001239;C. E. R. VEINTE DE JULIO;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000075;EL LIBERTADOR;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000091;LA MAGDALENA;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000121;C. E. R. LA HONDA;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000148;C. E. R. EL CHUSCAL;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000181;MONTAÑITAS DEL SOCORRO;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000202;C. E. R. EL SALADO;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000211;C. E. R. CRESPO GARCIA;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000326;SAN JOSE;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000334;C. E. R. EL PASO;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000377;C. E. R. SALADITO;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000393;C. E. R. LA PRIMAVERA;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000407;C. E. R. SAN LUIS;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000415;JUAN PABLO CARTAGENA;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000440;I. E. R. LA VENTA;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000547;C. E. R. LA ANA;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847000555;C. E. R. PIEDRAS BLANCAS;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847001012;QUEBRADONA ARRIBA;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847001349;JESUS DE LOS MILAGROS;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847001446;C. E. R. SAN VIDAL;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847001489;C. E. R. CHAQUE;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847001535;EL SALVADOR;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;205847001764;EL VOLCAN;DANZA
8;05847;05847-ANTIOQUIA-URRAO;ANTIOQUIA;URRAO;RURAL;205847000440;I. E. R. LA VENTA;405847000007;LAS MERCEDES;DANZA
8;05390;05390-ANTIOQUIA-LA PINTADA;ANTIOQUIA;LA PINTADA;URBANO;205856000177;I. E. RAFAEL URIBE URIBE;105390800009;LA BUCANA;MÚSICA
8;05390;05390-ANTIOQUIA-LA PINTADA;ANTIOQUIA;LA PINTADA;URBANO;205856000177;I. E. RAFAEL URIBE URIBE;205856000177;I. E. RAFAEL URIBE URIBE;MÚSICA
9;05051;05051-ANTIOQUIA-ARBOLETES;ANTIOQUIA;ARBOLETES;URBANO;105051000508;I. E. JOSE MANUEL RESTREPO;105051000508;COLEGIO JOSE MANUEL RESTREPO;MÚSICA
9;05051;05051-ANTIOQUIA-ARBOLETES;ANTIOQUIA;ARBOLETES;URBANO;105051000508;I. E. JOSE MANUEL RESTREPO;105051000508;COLEGIO JOSE MANUEL RESTREPO;DANZA
9;05051;05051-ANTIOQUIA-ARBOLETES;ANTIOQUIA;ARBOLETES;URBANO;105051000508;I. E. JOSE MANUEL RESTREPO;105051002349;SAN ISIDRO;MÚSICA
9;05051;05051-ANTIOQUIA-ARBOLETES;ANTIOQUIA;ARBOLETES;URBANO;105051000508;I. E. JOSE MANUEL RESTREPO;105051002349;SAN ISIDRO;DANZA
9;05665;05665-ANTIOQUIA-SAN PEDRO DE URABÁ;ANTIOQUIA;SAN PEDRO DE URABÁ;URBANO;105665000024;I. E. CAMILO TORRES;105665000024;COLEGIO CAMILO TORRES;MÚSICA
9;05665;05665-ANTIOQUIA-SAN PEDRO DE URABÁ;ANTIOQUIA;SAN PEDRO DE URABÁ;URBANO;105665000024;I. E. CAMILO TORRES;105665001217;E U I HERNANDEZ CASTILLO;MÚSICA
9;05665;05665-ANTIOQUIA-SAN PEDRO DE URABÁ;ANTIOQUIA;SAN PEDRO DE URABÁ;URBANO;105665000024;I. E. CAMILO TORRES;105665001331;E U I ZOILA LOPEZ LUGO;MÚSICA
9;05665;05665-ANTIOQUIA-SAN PEDRO DE URABÁ;ANTIOQUIA;SAN PEDRO DE URABÁ;RURAL;105665000024;I. E. CAMILO TORRES;205665000622;C. E. R. EL CAÑO;MÚSICA
9;05665;05665-ANTIOQUIA-SAN PEDRO DE URABÁ;ANTIOQUIA;SAN PEDRO DE URABÁ;URBANO;105665000041;I. E. SAN PEDRO DE URABA;105665000041;LICEO SAN PEDRO DE URABA;MÚSICA
9;05665;05665-ANTIOQUIA-SAN PEDRO DE URABÁ;ANTIOQUIA;SAN PEDRO DE URABÁ;URBANO;105665000041;I. E. SAN PEDRO DE URABA;105665001187;E U I BRISAS DE URABA;MÚSICA
9;05665;05665-ANTIOQUIA-SAN PEDRO DE URABÁ;ANTIOQUIA;SAN PEDRO DE URABÁ;URBANO;105665000041;I. E. SAN PEDRO DE URABA;105665009986;E U POLICARPA SALAVARRIETA;MÚSICA
9;05665;05665-ANTIOQUIA-SAN PEDRO DE URABÁ;ANTIOQUIA;SAN PEDRO DE URABÁ;RURAL;105665000041;I. E. SAN PEDRO DE URABA;205665000266;C. E. R. SANTA ROSA JUAN XXIII;MÚSICA
9;05665;05665-ANTIOQUIA-SAN PEDRO DE URABÁ;ANTIOQUIA;SAN PEDRO DE URABÁ;RURAL;105665000041;I. E. SAN PEDRO DE URABA;205665000878;C. E. R. ANGOSTURA;MÚSICA
9;05665;05665-ANTIOQUIA-SAN PEDRO DE URABÁ;ANTIOQUIA;SAN PEDRO DE URABÁ;RURAL;105665000041;I. E. SAN PEDRO DE URABA;205665001173;C. E. R. BRISAS DEL PIRU;MÚSICA
9;05665;05665-ANTIOQUIA-SAN PEDRO DE URABÁ;ANTIOQUIA;SAN PEDRO DE URABÁ;RURAL;105665000041;I. E. SAN PEDRO DE URABA;205665001297;C. E. R. VILLA ESTHER;MÚSICA
9;05665;05665-ANTIOQUIA-SAN PEDRO DE URABÁ;ANTIOQUIA;SAN PEDRO DE URABÁ;RURAL;105665000041;I. E. SAN PEDRO DE URABA;205665010199;MONTECARLOS;MÚSICA
9;05837;05837-ANTIOQUIA-TURBO;ANTIOQUIA;TURBO;URBANO;105837000153;INSTITUCION EDUCATIVA ANGEL MILAN PEREA;105837000153;ANGEL MILAN PEREA;LITERATURA
9;05837;05837-ANTIOQUIA-TURBO;ANTIOQUIA;TURBO;URBANO;105837000153;INSTITUCION EDUCATIVA ANGEL MILAN PEREA;305837005456;E.U. SAN FRANCISCO DE ASIS;LITERATURA
9;05837;05837-ANTIOQUIA-TURBO;ANTIOQUIA;TURBO;URBANO;105837001150;I.E. SAGRADO CORAZÓN DE JESÚS;105837001150;I.E. SAGRADO CORAZÓN DE JESÚS;DANZA
9;05837;05837-ANTIOQUIA-TURBO;ANTIOQUIA;TURBO;URBANO;105837001150;I.E. SAGRADO CORAZÓN DE JESÚS;105837004116;E.U. JESUS MORA;DANZA
9;05837;05837-ANTIOQUIA-TURBO;ANTIOQUIA;TURBO;URBANO;105837004922;I.E. FRANCISCO LUIS VALDERRAMA VALDERRAMA;105837004922;I.E. FRANCISCO LUIS VALDERRAMA VALDERRAMA;MÚSICA
9;05837;05837-ANTIOQUIA-TURBO;ANTIOQUIA;TURBO;URBANO;105837006097;I.E. TURBO;105837006097;I.E. TURBO;MÚSICA
9;05659;05659-ANTIOQUIA-SAN JUAN DE URABÁ;ANTIOQUIA;SAN JUAN DE URABÁ;URBANO;205051000014;INSTITUCION EDUCATIVA SAN JUAN DE URABA;105659007956;C. E. R. VIKINGO;MÚSICA
9;05659;05659-ANTIOQUIA-SAN JUAN DE URABÁ;ANTIOQUIA;SAN JUAN DE URABÁ;URBANO;205051000014;INSTITUCION EDUCATIVA SAN JUAN DE URABA;105659800001;VILLA VIKINGOS;MÚSICA
9;05659;05659-ANTIOQUIA-SAN JUAN DE URABÁ;ANTIOQUIA;SAN JUAN DE URABÁ;URBANO;205051000014;INSTITUCION EDUCATIVA SAN JUAN DE URABA;205051000014;COLEGIO SAN JUAN DE URABA;MÚSICA
9;05659;05659-ANTIOQUIA-SAN JUAN DE URABÁ;ANTIOQUIA;SAN JUAN DE URABÁ;URBANO;205051000014;INSTITUCION EDUCATIVA SAN JUAN DE URABA;205051000367;E U SAN JUAN DE URABA;MÚSICA
9;05659;05659-ANTIOQUIA-SAN JUAN DE URABÁ;ANTIOQUIA;SAN JUAN DE URABÁ;RURAL;205051000065;INSTITUCIÓN EDUCATIVA RURAL MONSEÑOR ESCOBAR VELEZ;205051000065;COLEGIO MONSENOR ESCOBAR VELEZ;MÚSICA
9;05659;05659-ANTIOQUIA-SAN JUAN DE URABÁ;ANTIOQUIA;SAN JUAN DE URABÁ;RURAL;205051000065;INSTITUCIÓN EDUCATIVA RURAL MONSEÑOR ESCOBAR VELEZ;205051001827;E R EL DESCANSO;MÚSICA
9;05659;05659-ANTIOQUIA-SAN JUAN DE URABÁ;ANTIOQUIA;SAN JUAN DE URABÁ;RURAL;205051000065;INSTITUCIÓN EDUCATIVA RURAL MONSEÑOR ESCOBAR VELEZ;205051001894;E R VIJAGUAL;MÚSICA
9;05659;05659-ANTIOQUIA-SAN JUAN DE URABÁ;ANTIOQUIA;SAN JUAN DE URABÁ;RURAL;205051000065;INSTITUCIÓN EDUCATIVA RURAL MONSEÑOR ESCOBAR VELEZ;205051002289;E R SAN NICOLAS DEL RIO;MÚSICA
9;05659;05659-ANTIOQUIA-SAN JUAN DE URABÁ;ANTIOQUIA;SAN JUAN DE URABÁ;RURAL;205051000065;INSTITUCIÓN EDUCATIVA RURAL MONSEÑOR ESCOBAR VELEZ;405659000270;E R I SABANILLA;MÚSICA
